Sale ID,Model,Color,Manufacture Year,Sale Year,State,Sale Price USD,Customer Age,Gender,Sales Channel,Payment Method,Delivery Status,Delivery Days,Battery Capacity kWh,Range km,Charging Time (Hrs),Service Plan Opted,Warranty Years,Referral Code Used,Trade In Used
SALE122802,Model X,Black,2020,2020,California,50797.35,32,Male,In-store,Loan,Delivered,8,100,437.9,5.27,No,4,No,No
SALE122803,Model 3,Black,2023,2021,California,88763.95,62,Male,In-store,Loan,Delivered,1,75,433.6,8.05,No,5,No,No
SALE122804,Model Y,White,2024,2021,Texas,58637.65,30,Male,In-store,Lease,Pending,20,60,342.8,5.11,Yes,5,No,No
SALE122805,Model Y,Blue,2021,2021,Florida,42355.87,47,Male,Online,Lease,Delivered,15,60,342.5,1.17,No,5,No,No
SALE122806,Model X,Blue,2024,2023,Illinois,50311.04,45,Female,Online,Loan,Delivered,7,60,440.3,9.2,Yes,5,No,No
SALE122807,Model Y,White,2020,2020,Washington,50775.22,30,Male,Third-party Dealer,Lease,Delivered,18,100,515.4,2.91,No,5,No,No
SALE122808,Model Y,Black,2019,2022,California,50432.54,37,Male,In-store,Lease,Delivered,26,100,370.3,2.39,No,4,Yes,No
SALE122809,Model 3,Silver,2024,2022,California,58751.81,59,Female,In-store,Loan,Pending,25,85,405.5,8.83,Yes,5,No,No
SALE122810,Model Y,Blue,2022,2022,New York,36669.41,68,Male,Online,Loan,Delivered,22,85,432.2,8.41,Yes,5,No,No
SALE122811,Model 3,Black,2023,2022,California,82608.89,50,Male,Online,Lease,Delivered,11,85,377.5,9.37,Yes,3,No,No
SALE122812,Model 3,White,2015,2022,California,76363.95,69,Male,In-store,Loan,Delivered,29,75,436.9,5.88,Yes,7,Yes,No
SALE122813,Model S,Blue,2023,2021,California,61676.18,27,Male,In-store,Loan,Delivered,6,100,435.5,6.26,No,5,No,No
SALE122814,Model S,Red,2024,2023,Texas,61686.21,55,Female,In-store,Loan,Delivered,23,60,585.7,2.77,No,4,Yes,No
SALE122815,Cybertruck,White,2023,2024,California,80454.94,41,Male,Online,Loan,Delivered,4,75,452.3,1.83,No,5,No,No
SALE122816,Model Y,Blue,2023,2023,Illinois,72212.06,27,Female,In-store,Lease,Delivered,15,100,425.2,0.59,No,4,Yes,No
SALE122817,Model S,White,2019,2024,Illinois,63302.08,70,Male,Online,Loan,Delivered,15,85,513.1,1.73,No,4,No,No
SALE122818,Model Y,White,2021,2023,California,40610.8,22,Male,Online,Lease,Cancelled,28,85,486.2,0.77,No,4,No,No
SALE122819,Model S,Silver,2024,2021,Texas,56704.63,36,Male,Online,Loan,Delivered,12,75,377.6,1.49,No,7,No,No
SALE122820,Cybertruck,White,2024,2021,Texas,93334.84,33,Male,Online,Loan,Delivered,6,85,357.6,10.26,No,2,Yes,No
SALE122821,Model S,Silver,2020,2021,Texas,51742.29,21,Male,Online,Cash,Pending,20,60,401.8,8.06,Yes,7,No,No
SALE122822,Model Y,Black,2018,2022,Illinois,29870.3,54,Male,Online,Loan,Pending,1,100,606.7,2.12,Yes,4,Yes,Yes
SALE122823,Model 3,Black,2024,2024,New York,44851.19,32,Male,In-store,Lease,Delivered,28,75,476,9.12,No,5,No,No
SALE122824,Model 3,Silver,2020,2022,California,34227.21,65,Male,Online,Lease,Delivered,29,75,369.3,5.28,Yes,6,Yes,No
SALE122825,Model 3,Silver,2024,2021,Illinois,69705.01,34,Male,Online,Cash,Delivered,17,60,462,6.57,Yes,4,No,No
SALE122826,Model Y,White,2017,2022,Illinois,55334.28,64,Female,In-store,Lease,Delivered,14,60,373.9,3.78,Yes,5,No,No
SALE122827,Cybertruck,Black,2022,2023,California,67954.38,62,Male,In-store,Cash,Delivered,24,60,398.7,1.92,Yes,4,No,No
SALE122828,Model 3,Black,2020,2023,California,45808.35,39,Female,In-store,Lease,Cancelled,11,85,542,5.27,Yes,3,No,No
SALE122829,Model S,Blue,2021,2023,California,59707.51,72,Male,Online,Lease,Delivered,21,100,489.2,10.39,No,7,No,No
SALE122830,Model 3,Silver,2024,2024,New York,81880.47,27,Female,Online,Loan,Delivered,20,85,486,2.61,No,3,No,No
SALE122831,Model 3,Black,2021,2023,California,56646.21,68,Female,Online,Cash,Delivered,14,85,467.6,6.6,Yes,5,No,No
SALE122832,Model Y,Black,2021,2021,California,65382.9,20,Male,In-store,Lease,Pending,9,60,402.1,4.27,Yes,6,No,No
SALE122833,Model Y,Black,2021,2024,Washington,49749.35,43,Female,In-store,Lease,Delivered,28,85,421.4,8.8,No,6,Yes,Yes
SALE122834,Model X,White,2024,2022,Texas,69789.9,37,Female,In-store,Lease,Delivered,6,85,272.8,4.56,No,4,No,No
SALE122835,Model 3,Black,2021,2024,California,74953.07,24,Female,Online,Loan,Pending,10,75,398.9,10.11,Yes,3,No,No
SALE122836,Model Y,Blue,2022,2022,Washington,40181.83,60,Female,Third-party Dealer,Loan,Delivered,27,60,537.7,2.6,Yes,7,No,No
SALE122837,Cybertruck,White,2021,2019,Texas,42130.36,32,Female,Online,Cash,Delivered,13,85,405.6,11.34,Yes,5,No,No
SALE122838,Model X,Silver,2024,2021,Illinois,67593.82,53,Female,Online,Lease,Delivered,27,75,467.1,5.22,Yes,5,No,No
SALE122839,Model 3,Blue,2023,2023,California,72116.87,63,Male,Online,Lease,Delivered,16,75,405.6,2.87,Yes,2,No,No
SALE122840,Model S,Black,2024,2020,Texas,66805.79,36,Female,Online,Cash,Delivered,2,60,530.2,8.32,No,3,No,No
SALE122841,Model Y,Black,2024,2020,Florida,52113.76,28,Female,Online,Cash,Delivered,20,75,460,8.12,No,4,No,No
SALE122842,Model 3,White,2024,2020,Texas,47114.2,26,Female,Online,Cash,Delivered,26,75,500.6,3.52,No,6,No,No
SALE122843,Model Y,White,2022,2021,Florida,39367.69,34,Female,Online,Loan,Delivered,1,100,504.5,8.7,No,5,No,No
SALE122844,Model X,Black,2022,2024,Texas,45621.1,58,Female,Online,Cash,Delivered,3,75,437.1,2.83,Yes,5,No,No
SALE122845,Model Y,Blue,2024,2021,California,62336.78,44,Male,Online,Loan,Delivered,14,60,447.2,4.84,No,3,Yes,No
SALE122846,Model S,Silver,2024,2021,California,84756.22,66,Female,In-store,Lease,Delivered,20,85,415.3,2.3,Yes,4,No,No
SALE122847,Model Y,Silver,2022,2021,Washington,48242.46,25,Female,In-store,Loan,Delivered,10,60,399.8,10.21,Yes,6,No,No
SALE122848,Model 3,Blue,2023,2023,New York,66177.36,62,Male,Online,Cash,Delivered,9,75,491.3,3.27,No,5,Yes,No
SALE122849,Model 3,Black,2024,2024,Texas,55774.23,49,Male,In-store,Lease,Pending,25,75,328,11.79,Yes,5,No,No
SALE122850,Model S,White,2024,2024,Texas,51839.28,19,Male,Online,Lease,Delivered,9,75,514.8,3.85,No,6,No,No
SALE122851,Model Y,Black,2024,2021,California,63832.69,52,Female,Online,Lease,Delivered,23,100,410.3,1.03,No,5,No,Yes
SALE122852,Model S,Black,2021,2019,California,61997.72,35,Female,Online,Lease,Pending,4,50,508.6,2.62,No,5,No,No
SALE122853,Model Y,Silver,2021,2018,California,64650.52,37,Male,Third-party Dealer,Loan,Delivered,17,85,456.3,8.07,No,7,No,No
SALE122854,Model 3,Silver,2024,2022,Texas,64127.73,50,Male,Online,Lease,Delivered,2,75,504.7,3.58,Yes,3,No,No
SALE122855,Model 3,Silver,2021,2022,California,72496.61,70,Male,In-store,Loan,Delivered,8,50,487.4,2.27,Yes,4,No,No
SALE122856,Model Y,Black,2024,2020,California,63351.75,49,Male,In-store,Cash,Delivered,22,75,610.5,2.88,Yes,4,No,No
SALE122857,Model S,Black,2023,2021,California,58974.52,48,Male,Online,Lease,Cancelled,16,75,495.9,3.72,Yes,4,No,No
SALE122858,Model Y,White,2024,2022,California,41925.5,70,Female,Online,Lease,Delivered,13,85,350.8,7.96,No,5,No,No
SALE122859,Model 3,Black,2024,2022,Florida,54792.1,39,Male,Online,Lease,Pending,23,60,494.5,6.57,Yes,5,No,No
SALE122860,Model Y,Blue,2024,2020,Texas,54974.26,25,Male,Online,Lease,Delivered,28,50,610.3,3.54,No,5,Yes,No
SALE122861,Model Y,White,2016,2022,California,77166.48,25,Male,In-store,Lease,Pending,25,75,404.7,8.95,No,5,No,No
SALE122862,Model S,Black,2023,2021,California,49571.68,60,Male,Third-party Dealer,Loan,Delivered,23,60,539.9,7.14,No,7,Yes,No
SALE122863,Model Y,Red,2024,2021,Texas,66882.94,48,Female,Online,Cash,Delivered,10,60,470.2,1.67,No,5,Yes,No
SALE122864,Model Y,Blue,2023,2021,Washington,73755.78,48,Female,Online,Cash,Delivered,16,60,448.9,6.12,No,6,No,No
SALE122865,Model Y,Blue,2022,2020,Florida,64940.64,52,Female,In-store,Loan,Delivered,6,75,436.6,1.49,Yes,5,No,Yes
SALE122866,Model X,Blue,2021,2021,New York,82443.24,55,Female,In-store,Lease,Delivered,17,60,401.9,1.26,No,5,Yes,No
SALE122867,Model 3,Blue,2020,2020,Florida,61715.06,48,Female,Online,Loan,Delivered,19,85,378.4,7.06,No,7,No,No
SALE122868,Model Y,Blue,2024,2022,Texas,44785.28,36,Male,Online,Cash,Delivered,2,85,466.1,3.53,No,4,No,Yes
SALE122869,Model 3,Silver,2020,2023,California,60595.66,50,Male,Online,Loan,Delivered,19,100,477.7,1.82,Yes,7,Yes,No
SALE122870,Model Y,Black,2024,2021,Texas,22342.54,25,Female,Online,Lease,Delivered,26,50,423.1,2.75,No,4,No,No
SALE122871,Model 3,Silver,2020,2022,Texas,27899.53,56,Male,Online,Cash,Delivered,15,60,480,1.96,Yes,5,Yes,No
SALE122872,Model Y,Black,2021,2023,Florida,30126.73,52,Male,Online,Loan,Delivered,6,85,411.3,3.31,No,4,Yes,No
SALE122873,Model Y,Black,2019,2022,California,34266.35,49,Female,Online,Lease,Pending,21,75,561.4,8.96,Yes,5,No,No
SALE122874,Model 3,Silver,2023,2021,New York,54227.74,26,Female,In-store,Loan,Delivered,22,85,431.9,7.16,No,7,No,No
SALE122875,Model Y,White,2024,2023,California,60595.35,54,Female,In-store,Lease,Delivered,13,75,430.1,8.74,No,7,No,No
SALE122876,Model 3,Blue,2024,2021,Texas,63991.75,60,Male,Online,Loan,Delivered,13,100,462.1,2.41,Yes,5,No,No
SALE122877,Model Y,Blue,2024,2020,California,51599.12,68,Male,Online,Lease,Delivered,24,85,329.2,8.07,Yes,4,Yes,No
SALE122878,Model Y,Black,2024,2022,Texas,44131.61,34,Female,In-store,Lease,Delivered,1,85,486.1,9.45,Yes,4,Yes,No
SALE122880,Model 3,Silver,2023,2022,Florida,83537.91,42,Male,Online,Cash,Cancelled,26,75,501.4,5.62,Yes,5,No,No
SALE122881,Model 3,Black,2024,2022,Illinois,62546.51,61,Female,Online,Lease,Delivered,4,100,502.8,5.56,Yes,3,No,No
SALE122882,Model 3,White,2024,2020,Illinois,61419.22,28,Female,Online,Lease,Delivered,28,60,499.5,2.96,No,5,No,Yes
SALE122883,Model 3,Silver,2021,2020,Texas,63693.14,45,Male,Online,Lease,Delivered,23,75,461.2,3.29,No,5,No,No
SALE122884,Model Y,Black,2021,2020,California,91467.71,19,Female,Online,Lease,Delivered,20,60,300.8,0.55,No,7,No,No
SALE122885,Model Y,Red,2023,2022,Texas,54319.7,35,Female,In-store,Cash,Delivered,23,100,439.7,6.13,Yes,6,Yes,Yes
SALE122886,Model 3,Silver,2024,2022,New York,52050.95,66,Female,Online,Cash,Cancelled,24,50,425.2,10.07,Yes,4,Yes,No
SALE122887,Model Y,Silver,2015,2022,Washington,49545.86,66,Male,Online,Lease,Pending,28,75,491.2,3.42,No,6,No,Yes
SALE122888,Model 3,Blue,2024,2021,New York,57736.82,29,Female,Online,Cash,Delivered,6,75,338.8,5.66,Yes,5,No,No
SALE122889,Model 3,Black,2024,2022,California,72281.76,38,Female,Online,Cash,Delivered,11,100,514.3,4.58,No,5,Yes,No
SALE122890,Model 3,White,2023,2024,California,62056.23,53,Female,Online,Lease,Delivered,23,50,490.9,5.7,Yes,5,No,No
SALE122891,Cybertruck,Black,2015,2023,California,65793.04,18,Female,In-store,Cash,Delivered,29,60,468.1,9.23,Yes,6,No,No
SALE122892,Model 3,Black,2017,2021,California,51141.11,47,Male,Online,Cash,Delivered,28,75,475.2,7.5,Yes,5,No,No
SALE122893,Model 3,Blue,2020,2022,California,63826.28,29,Male,Online,Loan,Delivered,8,75,543,1.4,Yes,7,Yes,No
SALE122894,Model S,White,2024,2022,California,51633.19,47,Female,Third-party Dealer,Loan,Delivered,12,75,460.9,3.13,Yes,5,Yes,No
SALE122895,Model 3,Silver,2022,2019,California,62140.2,73,Female,Third-party Dealer,Loan,Delivered,26,75,443.2,11.68,Yes,6,No,No
SALE122896,Model Y,Silver,2024,2023,California,78647.4,42,Male,Online,Cash,Delivered,7,85,487.6,4.72,No,5,No,No
SALE122897,Model 3,Blue,2024,2023,California,76336.99,67,Female,In-store,Loan,Pending,24,60,401,10.67,Yes,5,No,No
SALE122898,Model Y,Silver,2024,2020,New York,57934.14,52,Female,Online,Loan,Delivered,7,100,523,2.32,No,7,No,No
SALE122899,Model 3,Red,2022,2019,Texas,59982.67,54,Male,Online,Loan,Delivered,1,75,438.6,11.31,Yes,5,No,No
SALE122900,Model Y,White,2022,2019,Illinois,51856.44,33,Female,Online,Cash,Delivered,10,60,437.6,2.59,Yes,6,No,No
SALE122901,Model Y,Silver,2023,2021,California,59120.42,62,Male,In-store,Loan,Pending,25,85,536.1,1.23,Yes,2,No,No
SALE122902,Model Y,Red,2022,2020,Washington,28867.89,52,Female,Online,Lease,Delivered,3,60,550.7,8.42,Yes,5,No,No
SALE122903,Model X,White,2024,2024,Texas,39378.29,72,Female,In-store,Cash,Delivered,11,85,475.4,10.21,No,5,No,No
SALE122904,Model S,White,2024,2019,Illinois,29945.25,61,Male,Third-party Dealer,Lease,Delivered,1,100,484.2,3.13,Yes,3,No,Yes
SALE122905,Model Y,Black,2019,2023,New York,72991.01,41,Male,Online,Loan,Pending,12,60,377.3,3.75,No,4,No,No
SALE122906,Model Y,White,2016,2021,Illinois,57342.76,33,Male,Online,Loan,Delivered,11,75,463.6,8.37,Yes,5,No,No
SALE122907,Model Y,Silver,2022,2019,New York,62313.92,55,Female,In-store,Cash,Delivered,7,60,447,9.93,No,3,No,No
SALE122908,Model Y,Silver,2023,2020,California,29619.33,22,Male,In-store,Lease,Delivered,12,75,375.5,11.14,Yes,4,No,Yes
SALE122909,Model Y,Black,2021,2023,Illinois,49652.63,21,Male,Online,Cash,Delivered,28,60,370.9,7,Yes,5,No,No
SALE122910,Model X,White,2023,2021,Florida,72972.16,71,Female,In-store,Cash,Pending,15,100,474.2,5.16,No,3,No,No
SALE122911,Model X,White,2019,2020,Texas,42044.54,73,Female,Online,Cash,Delivered,13,50,482.2,4.89,Yes,6,Yes,No
SALE122912,Model Y,White,2024,2024,Illinois,61432.52,22,Female,Online,Loan,Delivered,29,60,537,11,Yes,5,No,No
SALE122914,Model S,Blue,2021,2021,New York,43887.77,59,Male,Third-party Dealer,Loan,Delivered,14,75,461.9,11.73,No,5,No,No
SALE122915,Cybertruck,Silver,2020,2020,Texas,64750.03,61,Female,Third-party Dealer,Loan,Pending,28,100,518.2,1.62,No,3,No,No
SALE122916,Model 3,White,2023,2020,Texas,34220.64,23,Male,Online,Loan,Cancelled,9,75,326.2,3.88,Yes,5,Yes,No
SALE122917,Model Y,Red,2017,2022,Texas,76052.52,71,Male,Third-party Dealer,Cash,Delivered,24,60,373.6,5.64,No,7,Yes,No
SALE122918,Model 3,White,2019,2021,California,55094.21,73,Male,In-store,Cash,Delivered,26,85,438.1,8.4,Yes,5,No,No
SALE122919,Model Y,Blue,2020,2024,California,44382.17,47,Female,In-store,Cash,Delivered,2,75,486,4.19,No,3,No,No
SALE122920,Model Y,Silver,2022,2020,California,55252.39,45,Female,Online,Cash,Delivered,2,75,543.1,7.71,No,5,No,No
SALE122921,Model Y,Black,2024,2022,California,35344.52,49,Male,Online,Cash,Pending,25,100,298.6,0.81,Yes,3,No,No
SALE122923,Model 3,White,2022,2024,Texas,21979,25,Female,Online,Loan,Cancelled,7,60,466.4,5.86,Yes,3,Yes,No
SALE122924,Model X,Blue,2023,2022,California,32666.45,42,Male,Third-party Dealer,Lease,Delivered,15,100,568.8,2.72,No,3,No,No
SALE122925,Model Y,Blue,2024,2023,Florida,50364.98,57,Male,Online,Lease,Delivered,25,85,415.2,11.5,Yes,3,Yes,No
SALE122926,Model S,Blue,2024,2022,California,40279.45,58,Female,In-store,Lease,Delivered,11,85,494.3,6.57,No,6,Yes,No
SALE122927,Model S,Silver,2024,2022,Florida,53644.29,58,Male,Online,Cash,Delivered,26,60,339.8,8.15,No,5,Yes,Yes
SALE122928,Model 3,Blue,2024,2018,California,71079.08,22,Female,Online,Loan,Pending,1,75,542.9,7.4,Yes,7,No,No
SALE122929,Model 3,Black,2024,2021,Illinois,73854.23,24,Male,Online,Cash,Delivered,8,85,413.5,1.49,No,3,No,No
SALE122930,Model S,White,2021,2021,California,51076.85,65,Female,Online,Cash,Delivered,22,100,377.3,10.57,No,4,No,No
SALE122931,Model Y,White,2020,2021,California,40841.08,42,Male,Online,Lease,Delivered,5,50,412.3,4.23,Yes,5,No,No
SALE122932,Model Y,Black,2021,2021,Illinois,49371.76,29,Female,In-store,Cash,Cancelled,2,75,487.5,7.31,No,5,No,No
SALE122933,Cybertruck,White,2020,2022,California,74317.15,19,Male,Online,Lease,Delivered,24,75,554.6,5.88,No,5,No,No
SALE122934,Model Y,White,2021,2023,California,57876.2,74,Male,Online,Loan,Delivered,5,75,328.7,2.32,Yes,3,No,No
SALE122935,Model 3,Blue,2018,2021,New York,45606.03,45,Female,Online,Lease,Delivered,18,60,601.2,2.66,No,5,No,No
SALE122936,Model X,White,2024,2024,New York,62136.54,29,Male,Online,Loan,Delivered,11,60,426.6,5.06,Yes,6,No,No
SALE122937,Model S,Black,2020,2020,New York,74600.2,73,Male,In-store,Cash,Pending,10,60,352.3,5.76,Yes,5,Yes,No
SALE122938,Model Y,Black,2016,2021,Texas,57769.22,62,Female,Third-party Dealer,Lease,Delivered,10,75,448.2,4.03,No,5,No,No
SALE122939,Model Y,White,2024,2023,Texas,61372.46,73,Female,Online,Cash,Delivered,28,75,408.4,0.85,Yes,5,No,No
SALE122941,Model Y,Black,2024,2023,Washington,67679.45,35,Female,Online,Lease,Delivered,1,75,416.9,11.41,No,5,No,No
SALE122942,Cybertruck,White,2024,2022,New York,62958.83,65,Female,Online,Loan,Delivered,19,75,543.2,3.05,Yes,5,Yes,No
SALE122943,Model Y,White,2024,2024,California,43889.08,68,Female,In-store,Cash,Delivered,15,60,538.3,8.24,Yes,7,No,No
SALE122944,Model 3,Black,2017,2024,Texas,40882.34,49,Female,Online,Lease,Delivered,16,75,519.9,7.02,Yes,4,No,No
SALE122945,Cybertruck,Blue,2024,2022,California,38066.9,74,Female,In-store,Cash,Delivered,19,75,511.8,4.5,Yes,3,No,Yes
SALE122946,Model 3,Black,2024,2019,California,36406.13,60,Female,Online,Loan,Delivered,25,100,341.2,9.01,Yes,5,No,No
SALE122947,Cybertruck,Black,2019,2021,Illinois,51479,34,Female,Online,Loan,Delivered,1,100,467.2,2.68,No,5,No,No
SALE122948,Model Y,Red,2024,2023,Florida,45503.46,35,Female,Online,Loan,Delivered,25,50,318.8,2.47,Yes,5,No,No
SALE122949,Model Y,White,2023,2024,Washington,92116.08,74,Male,Online,Loan,Delivered,13,75,509.5,11.18,No,5,No,No
SALE122950,Model 3,White,2018,2022,California,54314.62,35,Male,Online,Loan,Delivered,21,60,457.9,10.65,Yes,5,No,No
SALE122951,Model 3,White,2024,2019,Florida,82571.17,33,Female,Third-party Dealer,Loan,Pending,14,100,558.7,8.95,Yes,7,No,Yes
SALE122952,Model 3,Blue,2023,2021,Illinois,41270.04,24,Female,Online,Cash,Pending,27,85,430.1,4.81,No,5,No,No
SALE122953,Model Y,Silver,2024,2019,Texas,76191.64,68,Female,Online,Loan,Delivered,21,60,467.1,3.66,Yes,7,No,No
SALE122954,Model Y,Black,2023,2022,California,62035.38,72,Female,In-store,Cash,Delivered,19,85,365.8,1.44,Yes,3,No,No
SALE122955,Model S,Black,2018,2023,Texas,61662.57,35,Female,Third-party Dealer,Cash,Delivered,19,75,344.9,11.93,Yes,3,Yes,No
SALE122956,Cybertruck,Silver,2023,2024,Texas,49633.57,40,Male,In-store,Loan,Delivered,4,75,568.4,4.95,Yes,2,No,No
SALE122957,Model 3,Blue,2020,2024,Washington,65236.71,22,Male,In-store,Lease,Delivered,8,100,437,8.24,Yes,4,No,No
SALE122958,Model 3,Black,2022,2019,Texas,58000.67,57,Male,Third-party Dealer,Loan,Delivered,24,60,327.3,2.1,Yes,4,No,No
SALE122959,Model Y,Black,2018,2019,New York,20309.51,58,Female,Online,Cash,Pending,21,75,496,1.58,Yes,4,No,No
SALE122960,Model Y,Blue,2024,2018,California,56749.41,51,Female,Online,Loan,Delivered,29,75,440.6,10.56,No,6,Yes,Yes
SALE122961,Model 3,Blue,2022,2023,Texas,66487.32,18,Female,Online,Lease,Delivered,1,60,541,4.44,No,4,No,No
SALE122962,Model S,Blue,2018,2021,New York,51617.08,69,Female,In-store,Lease,Delivered,28,60,401.1,5.93,Yes,4,Yes,No
SALE122963,Model 3,Black,2022,2020,Illinois,56792.1,36,Female,Online,Loan,Delivered,14,50,490.4,4.28,Yes,5,No,No
SALE122964,Model Y,Blue,2023,2022,New York,58914.91,73,Female,Online,Lease,Delivered,29,85,412.7,0.99,Yes,4,No,No
SALE122965,Model Y,Blue,2021,2018,Texas,41102.36,19,Male,Online,Lease,Delivered,29,75,405.9,10.2,Yes,5,No,No
SALE122966,Cybertruck,White,2019,2023,California,69591.65,27,Male,Third-party Dealer,Lease,Delivered,6,75,483.8,10.3,Yes,5,Yes,No
SALE122967,Model 3,Black,2024,2022,Texas,83057.49,39,Male,Online,Lease,Pending,13,100,468.2,6.38,Yes,5,No,No
SALE122968,Model 3,Silver,2023,2021,New York,67860.77,60,Female,In-store,Lease,Delivered,1,75,501.6,4.3,No,5,No,No
SALE122969,Model X,White,2024,2022,Texas,46232.3,71,Female,In-store,Loan,Delivered,21,60,573.7,3.99,No,4,No,No
SALE122970,Model 3,Black,2022,2018,Texas,72971.7,29,Male,Third-party Dealer,Lease,Delivered,10,75,330.1,8.12,No,5,No,No
SALE122971,Model Y,Silver,2021,2024,California,59258.81,30,Male,In-store,Cash,Delivered,10,75,432.1,9.12,Yes,3,Yes,No
SALE122972,Model Y,Silver,2024,2022,California,34842.7,56,Male,In-store,Loan,Pending,29,50,502.3,1.14,Yes,5,No,No
SALE122973,Model 3,Black,2024,2021,California,45519.75,23,Female,Online,Loan,Delivered,20,50,362.8,6.36,Yes,5,No,No
SALE122974,Model 3,Silver,2023,2022,Florida,26907.8,68,Female,Online,Cash,Delivered,28,75,471.3,4.69,No,3,No,No
SALE122975,Model Y,Black,2024,2022,Florida,45346.04,64,Male,Online,Cash,Pending,7,100,445.6,10.59,No,4,No,No
SALE122976,Model X,Black,2022,2021,Texas,54960.87,54,Male,Third-party Dealer,Lease,Pending,15,100,408,5.87,Yes,3,No,No
SALE122978,Model Y,Silver,2019,2022,California,53734.36,21,Male,Third-party Dealer,Cash,Delivered,4,85,522.3,6.88,Yes,5,No,No
SALE122979,Model S,Blue,2024,2021,California,48821.13,30,Female,Online,Lease,Delivered,24,100,464,4.21,Yes,5,No,No
SALE122980,Model S,White,2021,2024,Illinois,29489.77,42,Female,In-store,Lease,Pending,4,50,533.2,0.69,No,2,No,No
SALE122981,Model Y,Silver,2020,2019,California,59876.26,28,Male,Online,Lease,Delivered,11,75,550.4,11.88,Yes,6,Yes,No
SALE122982,Model Y,White,2024,2022,Illinois,47750.56,44,Female,Online,Loan,Cancelled,27,50,499.5,4.47,No,4,No,Yes
SALE122983,Model Y,Silver,2021,2024,California,75849.55,51,Male,Online,Lease,Delivered,28,100,381.1,1.47,Yes,5,No,No
SALE122984,Model 3,Black,2024,2019,Illinois,56848.52,19,Male,Online,Lease,Delivered,22,85,509.5,7.22,No,4,No,No
SALE122985,Model 3,Black,2024,2019,Florida,56546.41,29,Male,In-store,Loan,Delivered,7,100,337.5,0.87,Yes,6,No,No
SALE122986,Model 3,Red,2020,2023,Illinois,42558.17,70,Female,Third-party Dealer,Cash,Pending,18,75,429,3.54,No,4,No,No
SALE122987,Model 3,Silver,2023,2021,California,66980,65,Female,Third-party Dealer,Loan,Delivered,3,85,460.4,9.89,Yes,7,Yes,No
SALE122988,Cybertruck,White,2021,2023,Texas,45324.9,28,Female,Third-party Dealer,Lease,Pending,6,75,414.5,8.89,Yes,3,No,No
SALE122989,Model Y,White,2022,2023,Texas,74864.74,27,Male,Third-party Dealer,Loan,Delivered,13,75,474.1,0.72,Yes,3,No,No
SALE122990,Model Y,White,2021,2020,California,34390.88,54,Female,Third-party Dealer,Cash,Delivered,27,75,453.3,5.14,No,4,No,No
SALE122991,Model Y,Black,2021,2023,Texas,52355.72,36,Female,In-store,Lease,Cancelled,7,60,511.7,4.56,Yes,5,No,No
SALE122992,Model 3,Black,2024,2024,California,54611.17,28,Female,In-store,Lease,Delivered,12,100,546.3,2.3,Yes,3,No,No
SALE122993,Model S,Black,2021,2021,California,67837.67,35,Male,Online,Cash,Delivered,2,100,433.3,11.74,Yes,4,No,No
SALE122994,Model X,Blue,2024,2024,Washington,61989.43,51,Female,Online,Lease,Delivered,25,60,553.4,1.32,Yes,5,No,Yes
SALE122995,Model Y,Black,2023,2022,California,57264.76,64,Female,In-store,Cash,Delivered,23,60,366.3,11.53,Yes,5,No,No
SALE122996,Model 3,Blue,2024,2019,Texas,58544.92,61,Male,In-store,Cash,Delivered,10,60,471.8,4.72,Yes,5,No,No
SALE122997,Model S,Silver,2024,2020,Washington,53447.68,64,Male,Online,Loan,Delivered,11,100,532.7,10.15,Yes,3,No,No
SALE122998,Model Y,White,2024,2018,Texas,52908.7,37,Female,In-store,Cash,Delivered,18,50,485.1,5.5,Yes,5,No,No
SALE122999,Cybertruck,Black,2015,2021,New York,43022.57,51,Male,Online,Loan,Delivered,14,60,371.8,8.79,No,5,No,No
SALE123000,Model 3,Black,2021,2019,California,95641.45,62,Male,In-store,Cash,Delivered,3,50,476.9,6.89,Yes,4,Yes,No
SALE123001,Model 3,White,2021,2022,California,60549.84,56,Male,Online,Cash,Delivered,17,60,317.4,4.39,No,5,No,No
SALE123002,Model Y,Blue,2020,2019,California,66025.92,42,Female,In-store,Loan,Delivered,6,100,351.2,4.79,No,5,No,No
SALE123003,Model X,White,2022,2020,Texas,44608.86,70,Male,Online,Lease,Delivered,24,75,432.3,3.22,No,5,No,No
SALE123004,Model Y,Blue,2024,2022,California,51514.27,63,Male,Online,Loan,Delivered,4,60,498.1,1.53,Yes,5,No,No
SALE123005,Model Y,White,2024,2020,California,46601.7,30,Male,Online,Cash,Delivered,26,75,387.4,9,Yes,5,No,No
SALE123006,Model 3,Black,2024,2021,New York,88774.91,21,Female,In-store,Loan,Cancelled,5,75,485.2,9.2,No,4,No,No
SALE123007,Model S,Red,2023,2024,Illinois,82092.05,30,Female,Online,Cash,Pending,18,75,382.8,7.93,No,5,No,Yes
SALE123008,Cybertruck,Black,2021,2023,Florida,44662.06,36,Male,Third-party Dealer,Loan,Delivered,7,60,422.7,6.44,No,6,No,No
SALE123009,Model Y,Silver,2017,2021,Texas,50983.39,48,Male,Online,Cash,Delivered,8,75,480.3,10.51,No,2,No,No
SALE123010,Model Y,Red,2023,2022,California,64294.03,30,Male,Third-party Dealer,Loan,Delivered,24,60,422.7,9.72,Yes,6,Yes,No
